s0(0)           , 120.000000,
s0(1)           , 770.621467,
s0(10)          , 320.000000,
s0(11)          , 167.240452,
s0(12)          , 242.000000,
s0(13)          , 944.550362,
s0(14)          , 1129.931399,
s0(15)          , 101.000000,
s0(16)          , 588.016052,
s0(17)          , 600.000000,
s0(18)          , 779.631455,
s0(19)          , 573.276027,
s0(2)           , 299.000000,
s0(20)          , 149.000000,
s0(21)          , 1014.515449,
s0(22)          , 802.359441,
s0(23)          , 933.023905,
s0(24)          , 240.000000,
s0(25)          , 196.000000,
s0(26)          , 1239.620517,
s0(27)          , 245.000000,
s0(28)          , 352.645886,
s0(29)          , 523.326624,
s0(3)           , 900.000000,
s0(30)          , 736.000000,
s0(31)          , 378.000000,
s0(32)          , 503.000000,
s0(33)          , 1056.000000,
s0(34)          , 1217.766234,
s0(35)          , 480.000000,
s0(36)          , 480.000000,
s0(37)          , 960.000000,
s0(38)          , 202.253363,
s0(39)          , 725.221467,
s0(4)           , 6622.000000,
s0(40)          , 310.285026,
s0(41)          , 540.162195,
s0(42)          , 5244.000000,
s0(43)          , 432.000000,
s0(44)          , 1438.058901,
s0(45)          , 108.410277,
s0(46)          , 720.000000,
s0(47)          , 286.195784,
s0(48)          , 329.556390,
s0(49)          , 108.000000,
s0(5)           , 361.000000,
s0(50)          , 253.160306,
s0(51)          , 2317.179050,
s0(6)           , 528.339082,
s0(7)           , 192.000000,
s0(8)           , 2364.620517,
s0(9)           , 604.000000,
s0_nb(0)        , 0.000000,
s0_nb(1)        , 0.000000,
s0_nb(10)       , 0.000000,
s0_nb(100)      , 0.000000,
s0_nb(101)      , 0.000000,
s0_nb(102)      , 0.000000,
s0_nb(103)      , 0.000000,
s0_nb(104)      , 0.000000,
s0_nb(105)      , 0.000000,
s0_nb(106)      , 0.000000,
s0_nb(107)      , 0.000000,
s0_nb(108)      , 0.000000,
s0_nb(109)      , 0.000000,
s0_nb(11)       , 0.000000,
s0_nb(110)      , 35.379483,
s0_nb(111)      , 0.000000,
s0_nb(112)      , 0.000000,
s0_nb(113)      , 0.000000,
s0_nb(114)      , 0.000000,
s0_nb(115)      , 0.000000,
s0_nb(116)      , 0.000000,
s0_nb(117)      , 0.000000,
s0_nb(118)      , 7.354114,
s0_nb(119)      , 0.000000,
s0_nb(12)       , 0.000000,
