,init,0325,0401,0408,0415,0422,0429,0506,0513,0520,0527,1119,1126,1203,1210
Alaska,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Alabama,672,672,1912,1231,1108,1207,1164,1232,1280,1280,1280,1280,1270,1276,1280
Arkansas,250,229,186,250,250,250,250,250,250,250,250,250,250,221,249
Arizona,750,750,635,750,750,750,750,750,750,750,750,750,750,750,750
California,5518,5518,5518,5518,5518,5518,5518,5518,5518,5518,5518,5518,5518,5518,5518
Colorado,300,300,819,602,519,598,596,606,606,606,606,595,559,534,580
Connecticut,500,392,467,642,1194,1142,1463,666,746,629,626,626,626,626,626
Delaware,200,174,154,85,60,95,188,122,119,134,157,200,200,198,197
Florida,2000,2000,1395,1935,1696,1766,1884,1952,2000,2000,2000,2000,1990,2000,2000
Georgia,503,503,865,775,1189,975,1028,747,515,515,515,515,565,511,515
Hawaii,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267
Iowa,140,140,140,140,206,149,148,189,139,207,230,212,296,265,140
Idaho,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202
Illinois,798,798,1406,1068,884,1028,886,1280,1336,1572,1283,852,1043,1036,887
Indiana,964,914,549,914,964,935,964,1186,876,801,803,964,907,912,964
Kansas,84,84,105,103,238,111,122,84,84,84,84,133,176,232,255
Kentucky,650,650,414,606,649,620,649,481,463,411,573,649,592,596,649
Louisiana,500,766,1257,752,752,752,752,752,752,752,752,752,752,752,752
Massachusetts,700,588,1014,937,1422,1473,1931,1310,1099,1109,1110,1110,1110,1110,1110
Maryland,520,520,497,678,985,973,664,685,836,793,588,520,520,518,517
Maine,124,124,134,127,127,127,127,127,127,127,127,127,127,127,127
Michigan,850,1821,2460,1877,1877,1877,1877,1746,1877,1877,1877,1826,1666,1814,1877
Minnesota,692,692,692,692,655,690,691,678,692,674,671,657,692,633,692
Missouri,916,916,558,823,875,861,905,708,828,746,829,871,754,740,798
Mississippi,200,181,276,282,282,282,282,282,282,282,282,282,282,278,282
Montana,164,164,164,164,164,164,164,164,164,164,164,164,164,164,164
North Carolina,1064,1064,697,974,902,995,948,1016,1064,1064,1064,1064,1054,1060,1064
North Dakota,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204
Nebraska,300,300,266,295,260,289,289,294,300,282,279,278,297,273,274
New Hampshire,500,479,403,329,263,210,168,338,499,499,499,499,499,499,499
New Jersey,614,1152,1455,1958,1874,2127,1759,2255,1828,1571,1724,1759,1759,1757,1756
New Mexico,315,315,287,315,315,315,315,315,315,315,315,315,315,289,315
Nevada,419,419,419,419,419,419,419,419,419,419,419,419,419,419,419
New York,1100,2884,4098,3937,3051,2806,1829,2436,2306,2804,2874,2909,2909,2907,2906
Ohio,1364,1312,1038,1135,908,726,1365,1029,1268,1261,1330,1365,1365,1363,1362
Oklahoma,400,400,395,397,397,393,391,401,401,401,401,390,384,508,401
Oregon,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400
Pennsylvania,1000,770,728,871,1131,1443,794,1622,1689,1520,1168,1006,1006,1018,1024
Rhode Island,194,186,139,125,176,205,371,141,178,193,194,194,194,194,194
South Carolina,632,632,554,602,605,590,539,584,632,632,632,632,622,632,632
South Dakota,262,262,262,262,258,260,261,256,262,244,241,248,202,212,262
Tennessee,475,475,1089,449,466,433,403,435,475,475,475,475,465,502,475
Texas,4370,4326,3894,4370,4370,4370,4370,4370,4370,4370,4370,4370,4370,4344,4370
Utah,360,360,323,360,360,360,360,360,360,360,360,360,360,360,360
Virginia,1266,1266,1038,1082,866,723,1221,1065,1118,1184,1248,1266,1266,1262,1266
Vermont,104,223,134,80,48,28,16,78,230,230,230,230,230,230,230
Washington,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600
Wisconsin,310,283,238,309,307,278,310,243,225,184,212,414,522,408,311
West Virginia,350,350,327,207,125,98,305,240,173,187,304,350,350,348,347
Wyoming,90,90,82,90,90,90,90,90,90,90,90,90,90,90,90
District of Columbia,220,220,220,186,149,203,178,203,165,140,202,220,220,220,220
SNS,6000,3039,1,1,1,1,1,1,1,1,1,1,1,1,1
