s0(0)           , 120.017753,
s0(1)           , 1575.184009,
s0(10)          , 320.017753,
s0(11)          , 137.725809,
s0(12)          , 242.017753,
s0(13)          , 1167.001424,
s0(14)          , 636.440986,
s0(15)          , 126.506407,
s0(16)          , 492.364333,
s0(17)          , 874.324686,
s0(18)          , 1017.886382,
s0(19)          , 512.676371,
s0(2)           , 156.665088,
s0(20)          , 149.017753,
s0(21)          , 1926.734264,
s0(22)          , 708.782909,
s0(23)          , 610.098740,
s0(24)          , 349.466860,
s0(25)          , 196.017753,
s0(26)          , 864.597155,
s0(27)          , 245.017753,
s0(28)          , 215.221519,
s0(29)          , 458.080656,
s0(3)           , 726.892301,
s0(30)          , 1350.131933,
s0(31)          , 264.611676,
s0(32)          , 503.017753,
s0(33)          , 3530.000000,
s0(34)          , 1036.749401,
s0(35)          , 382.477734,
s0(36)          , 480.017753,
s0(37)          , 553.926756,
s0(38)          , 150.298533,
s0(39)          , 619.425543,
s0(4)           , 6622.017753,
s0(40)          , 279.385041,
s0(41)          , 637.510663,
s0(42)          , 4292.273805,
s0(43)          , 351.980548,
s0(44)          , 1249.615867,
s0(45)          , 147.080656,
s0(46)          , 720.017753,
s0(47)          , 267.403383,
s0(48)          , 345.842451,
s0(49)          , 91.923233,
s0(5)           , 551.497161,
s0(50)          , 264.017753,
s0(51)          , 4.433323,
s0(6)           , 582.785906,
s0(7)           , 154.601328,
s0(8)           , 1616.819500,
s0(9)           , 456.767652,
s0_nb(0)        , 0.000000,
s0_nb(1)        , 0.000000,
s0_nb(10)       , -0.000000,
s0_nb(100)      , 41.803135,
s0_nb(101)      , 161.017064,
s0_nb(102)      , 47.000000,
s0_nb(103)      , 0.000000,
s0_nb(104)      , 10.355251,
s0_nb(105)      , 7.904931,
s0_nb(106)      , 0.000000,
s0_nb(107)      , 0.000000,
s0_nb(108)      , 0.000000,
s0_nb(109)      , 0.000000,
s0_nb(11)       , 0.000000,
s0_nb(110)      , 193.285304,
s0_nb(111)      , 0.000000,
s0_nb(112)      , 218.565755,
s0_nb(113)      , 0.000000,
s0_nb(114)      , 0.000000,
s0_nb(115)      , 0.000000,
s0_nb(116)      , 0.000000,
s0_nb(117)      , 67.609809,
s0_nb(118)      , 25.302680,
s0_nb(119)      , 51.878838,
s0_nb(12)       , 173.579341,
s0_nb(120)      , 0.000000,
s0_nb(121)      , 0.000000,
s0_nb(122)      , 0.000000,
s0_nb(123)      , 141.919435,
s0_nb(124)      , 0.000000,
s0_nb(125)      , 0.000000,
s0_nb(126)      , -0.000000,
s0_nb(127)      , 403.000000,
s0_nb(128)      , 5.337119,
s0_nb(129)      , 0.000000,
s0_nb(13)       , 0.000000,
s0_nb(130)      , 70.016957,
s0_nb(131)      , 43.396683,
s0_nb(132)      , 0.000000,
s0_nb(133)      , 0.000000,
s0_nb(134)      , 0.000000,
s0_nb(135)      , 0.000000,
s0_nb(136)      , 0.000000,
s0_nb(137)      , 0.000000,
s0_nb(138)      , 0.000000,
s0_nb(139)      , 0.000000,
s0_nb(14)       , 0.000000,
s0_nb(140)      , 0.000000,
s0_nb(141)      , 0.000000,
s0_nb(142)      , 0.000000,
s0_nb(143)      , 0.000000,
s0_nb(144)      , 0.000000,
s0_nb(145)      , 0.000000,
s0_nb(146)      , 451.170670,
s0_nb(147)      , 149.927868,
s0_nb(148)      , 0.000000,
s0_nb(149)      , 0.000000,
s0_nb(15)       , -0.000000,
s0_nb(150)      , 78.920555,
s0_nb(151)      , 29.748092,
s0_nb(152)      , 0.000000,
s0_nb(153)      , 0.000000,
s0_nb(154)      , 0.000000,
s0_nb(155)      , 0.000000,
s0_nb(156)      , 0.000000,
s0_nb(157)      , 0.000000,
s0_nb(158)      , 0.000000,
s0_nb(159)      , -0.000000,
s0_nb(16)       , 0.000000,
s0_nb(160)      , -0.000000,
s0_nb(161)      , 274.105679,
s0_nb(162)      , 396.000000,
s0_nb(163)      , -0.000000,
s0_nb(164)      , -0.000000,
s0_nb(165)      , 40.067412,
s0_nb(166)      , 42.642112,
s0_nb(167)      , 140.110256,
s0_nb(168)      , 0.000000,
s0_nb(169)      , 35.646834,
s0_nb(17)       , 0.000000,
s0_nb(170)      , 0.000000,
s0_nb(171)      , 0.000000,
s0_nb(172)      , 0.000000,
s0_nb(173)      , 0.000000,
s0_nb(174)      , 0.000000,
s0_nb(175)      , 114.000000,
s0_nb(176)      , 0.000000,
s0_nb(177)      , 12.485424,
s0_nb(178)      , -0.000000,
s0_nb(179)      , 0.000000,
s0_nb(18)       , 0.000000,
s0_nb(180)      , 45.813763,
s0_nb(181)      , 0.000000,
s0_nb(182)      , -0.000000,
s0_nb(183)      , 0.000000,
s0_nb(184)      , 792.196883,
s0_nb(185)      , 0.000000,
s0_nb(186)      , 162.331218,
s0_nb(187)      , 0.000000,
s0_nb(188)      , 80.095611,
s0_nb(189)      , 0.000000,
s0_nb(19)       , 0.000000,
s0_nb(190)      , 0.000000,
s0_nb(191)      , 0.000000,
s0_nb(192)      , 0.000000,
s0_nb(193)      , 0.000000,
s0_nb(194)      , 0.000000,
s0_nb(195)      , 0.000000,
s0_nb(196)      , 0.000000,
s0_nb(197)      , 270.389885,
s0_nb(198)      , 0.000000,
s0_nb(199)      , 38.919435,
s0_nb(2)        , 0.333757,
s0_nb(20)       , 0.000000,
s0_nb(200)      , -0.000000,
s0_nb(201)      , 72.000000,
s0_nb(202)      , 0.000000,
s0_nb(203)      , 0.000000,
s0_nb(204)      , 0.000000,
s0_nb(205)      , 7.865176,
s0_nb(206)      , 54.053484,
s0_nb(207)      , 65.908402,
s0_nb(208)      , 0.000000,
s0_nb(209)      , 0.000000,
s0_nb(21)       , 1.655677,
s0_nb(210)      , 0.000000,
s0_nb(211)      , 0.000000,
s0_nb(212)      , 74.165659,
s0_nb(213)      , 0.000000,
s0_nb(214)      , 16.152925,
s0_nb(215)      , 0.000000,
s0_nb(216)      , 0.000000,
s0_nb(217)      , 0.000000,
s0_nb(218)      , 0.000000,
s0_nb(219)      , 0.000000,
s0_nb(22)       , 0.000000,
s0_nb(220)      , 0.000000,
s0_nb(221)      , 0.000000,
s0_nb(222)      , 0.017753,
s0_nb(223)      , 770.000000,
s0_nb(224)      , 0.280884,
s0_nb(225)      , 0.471641,
s0_nb(226)      , 0.017753,
s0_nb(227)      , 196.565857,
s0_nb(228)      , 248.744985,
s0_nb(229)      , 0.018002,
s0_nb(23)       , 0.000000,
s0_nb(230)      , 0.855636,
s0_nb(231)      , 21.142821,
s0_nb(232)      , 0.017753,
s0_nb(233)      , 5.733460,
s0_nb(234)      , 0.017753,
s0_nb(235)      , 225.668471,
s0_nb(236)      , 1.025081,
s0_nb(237)      , 39.712889,
s0_nb(238)      , 0.251604,
s0_nb(239)      , 178.948237,
s0_nb(24)       , 3.413019,
s0_nb(240)      , 374.155587,
s0_nb(241)      , 0.008110,
s0_nb(242)      , 0.017753,
s0_nb(243)      , 201.393956,
s0_nb(244)      , 0.020775,
s0_nb(245)      , 0.079881,
s0_nb(246)      , 174.727042,
s0_nb(247)      , 0.017753,
s0_nb(248)      , 0.448214,
s0_nb(249)      , 0.017753,
s0_nb(25)       , 0.000000,
s0_nb(250)      , 0.012846,
s0_nb(251)      , 0.000091,
s0_nb(252)      , 333.469052,
s0_nb(253)      , 0.025315,
s0_nb(254)      , 0.017753,
s0_nb(255)      , 770.000000,
s0_nb(256)      , 0.847939,
s0_nb(257)      , 11.146381,
s0_nb(258)      , 0.017753,
s0_nb(259)      , 24.032435,
s0_nb(26)       , 0.000000,
s0_nb(260)      , 0.008057,
s0_nb(261)      , 0.535799,
s0_nb(262)      , 0.031875,
s0_nb(263)      , 239.809849,
s0_nb(264)      , 1.801906,
s0_nb(265)      , 0.076158,
s0_nb(266)      , 0.005751,
s0_nb(267)      , 0.000091,
s0_nb(268)      , 0.017753,
s0_nb(269)      , 23.230445,
s0_nb(27)       , 59.959079,
s0_nb(270)      , 0.008110,
s0_nb(271)      , 0.076158,
s0_nb(272)      , 0.017753,
s0_nb(28)       , 206.000000,
s0_nb(29)       , 0.000000,
s0_nb(3)        , 0.482234,
s0_nb(30)       , 0.000000,
s0_nb(31)       , 48.189884,
s0_nb(32)       , 37.226790,
s0_nb(33)       , 480.000000,
s0_nb(34)       , 304.036136,
s0_nb(35)       , 121.000000,
s0_nb(36)       , 0.000000,
s0_nb(37)       , 0.000000,
s0_nb(38)       , -0.000000,
s0_nb(39)       , 47.375169,
s0_nb(4)        , 0.000000,
s0_nb(40)       , 0.000000,
s0_nb(41)       , 25.703042,
s0_nb(42)       , 0.000000,
s0_nb(43)       , -0.000000,
s0_nb(44)       , 0.000000,
s0_nb(45)       , 0.000000,
s0_nb(46)       , 10.304609,
s0_nb(47)       , 0.000000,
s0_nb(48)       , 0.000000,
s0_nb(49)       , 0.000000,
s0_nb(5)        , 38.942720,
s0_nb(50)       , 0.000000,
s0_nb(51)       , 0.000000,
s0_nb(52)       , 0.000000,
s0_nb(53)       , 1.562842,
s0_nb(54)       , 0.000000,
s0_nb(55)       , 0.000000,
s0_nb(56)       , 0.000000,
s0_nb(57)       , 14.104205,
s0_nb(58)       , 178.865924,
s0_nb(59)       , 0.000000,
s0_nb(6)        , 0.000000,
s0_nb(60)       , 341.718172,
s0_nb(61)       , 0.000000,
s0_nb(62)       , 11.172244,
s0_nb(63)       , 0.000000,
s0_nb(64)       , 0.000000,
s0_nb(65)       , 3.034238,
s0_nb(66)       , 148.936405,
s0_nb(67)       , -0.000000,
s0_nb(68)       , 0.000000,
s0_nb(69)       , 0.000000,
s0_nb(7)        , 49.278827,
s0_nb(70)       , 138.950866,
s0_nb(71)       , 0.000000,
s0_nb(72)       , 0.000000,
s0_nb(73)       , 0.000000,
s0_nb(74)       , 66.623551,
s0_nb(75)       , 0.000000,
s0_nb(76)       , 50.269205,
s0_nb(77)       , 0.000000,
s0_nb(78)       , 335.000000,
s0_nb(79)       , 0.000000,
s0_nb(8)        , 12.965850,
s0_nb(80)       , 0.000000,
s0_nb(81)       , 0.000000,
s0_nb(82)       , 0.000000,
s0_nb(83)       , 111.331739,
s0_nb(84)       , 0.000000,
s0_nb(85)       , 0.000000,
s0_nb(86)       , 0.000000,
s0_nb(87)       , 0.000000,
s0_nb(88)       , 0.000000,
s0_nb(89)       , 31.659693,
s0_nb(9)        , 42.428399,
s0_nb(90)       , 61.412854,
s0_nb(91)       , 0.000000,
s0_nb(92)       , 0.000000,
s0_nb(93)       , 59.825013,
s0_nb(94)       , 0.000000,
s0_nb(95)       , 19.847064,
s0_nb(96)       , 200.739460,
s0_nb(97)       , 65.574418,
s0_nb(98)       , 0.000000,
s0_nb(99)       , 0.000000,
x(0)            , 0.000000,
x(1)            , 0.000000,
x(10)           , -0.000000,
x(100)          , 41.803135,
x(101)          , 161.017064,
x(102)          , 47.000000,
x(103)          , 0.000000,
x(104)          , 3.355251,
x(105)          , 7.904931,
x(106)          , 0.000000,
x(107)          , 0.000000,
x(108)          , 0.000000,
x(109)          , 0.000000,
x(11)           , 0.000000,
x(110)          , 193.285304,
x(111)          , 0.000000,
x(112)          , 218.565755,
x(113)          , 0.000000,
x(114)          , 0.000000,
x(115)          , 0.000000,
x(116)          , 0.000000,
x(117)          , 67.609809,
x(118)          , 25.302680,
x(119)          , 51.878838,
x(12)           , 173.579341,
x(120)          , 0.000000,
x(121)          , 0.000000,
x(122)          , 0.000000,
x(123)          , 88.919435,
x(124)          , 0.000000,
x(125)          , -63.000000,
x(126)          , -0.000000,
x(127)          , 256.000000,
x(128)          , 5.337119,
x(129)          , 0.000000,
x(13)           , 0.000000,
x(130)          , 70.016957,
x(131)          , 43.396683,
x(132)          , 0.000000,
x(133)          , 0.000000,
x(134)          , 0.000000,
x(135)          , 0.000000,
x(136)          , 0.000000,
x(137)          , 0.000000,
x(138)          , 0.000000,
x(139)          , 0.000000,
x(14)           , 0.000000,
x(140)          , 0.000000,
x(141)          , 0.000000,
x(142)          , 0.000000,
x(143)          , 0.000000,
x(144)          , 0.000000,
x(145)          , 0.000000,
x(146)          , 185.170670,
x(147)          , 149.927868,
x(148)          , 0.000000,
x(149)          , 0.000000,
x(15)           , -0.000000,
x(150)          , 78.920555,
x(151)          , 29.748092,
x(152)          , 0.000000,
x(153)          , 0.000000,
x(154)          , 0.000000,
x(155)          , 0.000000,
x(156)          , 0.000000,
x(157)          , 0.000000,
x(158)          , 0.000000,
x(159)          , -0.000000,
x(16)           , 0.000000,
x(160)          , -0.000000,
x(161)          , 96.105679,
x(162)          , 156.000000,
x(163)          , -0.000000,
x(164)          , -0.000000,
x(165)          , 40.067412,
