,StateCode,State,nb,nb_idx,stock_self,stock_nb,stock_sns
36,OR,Oregon,"['CA', 'ID', 'NV', 'WA']","[4, 12, 32, 46]",480,"[0, 0, 0, 0]",0
37,PA,Pennsylvania,"['DE', 'MD', 'NJ', 'NY', 'OH', 'WV']","[7, 19, 30, 33, 34, 48]",460,"[0, 2, 0, 0, 116, 8]",0
38,RI,Rhode Island,"['CT', 'MA']","[6, 18]",303,"[0, 0]",222
39,SC,South Carolina,"['GA', 'NC']","[9, 26]",703,"[0, 0]",0
40,SD,South Dakota,"['IA', 'MN', 'MT', 'ND', 'NE', 'WY']","[11, 22, 25, 27, 28, 49]",315,"[0, 0, 0, 0, 0, 0]",0
41,TN,Tennessee,"['AL', 'AR', 'GA', 'KY', 'MO', 'MS', 'NC', 'VA']","[1, 2, 9, 16, 23, 24, 26, 44]",564,"[0, 0, 0, 0, 0, 0, 0, 0]",0
42,TX,Texas,"['AR', 'LA', 'NM', 'OK']","[2, 17, 31, 35]",5245,"[0, 0, 0, 0]",0
43,UT,Utah,"['AZ', 'CO', 'ID', 'NM', 'NV', 'WY']","[3, 5, 12, 31, 32, 49]",432,"[0, 0, 0, 0, 0, 0]",0
44,VA,Virginia,"['DC', 'KY', 'MD', 'NC', 'TN', 'WV']","[50, 16, 19, 26, 41, 48]",1421,"[0, 0, 0, 0, 0, 0]",0
45,VT,Vermont,"['MA', 'NH', 'NY']","[18, 29, 33]",113,"[0, 0, 0]",536
46,WA,Washington,"['AK', 'ID', 'OR']","[0, 12, 36]",720,"[0, 0, 0]",0
47,WI,Wisconsin,"['IA', 'IL', 'MI', 'MN']","[11, 13, 21, 22]",370,"[0, 9, 9, 20]",0
48,WV,West Virginia,"['KY', 'MD', 'OH', 'PA', 'VA']","[16, 19, 34, 37, 44]",407,"[0, 0, 0, 0, 0]",0
49,WY,Wyoming,"['CO', 'ID', 'MT', 'NE', 'SD', 'UT']","[5, 12, 25, 28, 40, 43]",108,"[0, 0, 0, 0, 0, 0]",0
50,DC,District of Columbia,"['MD', 'VA']","[19, 44]",263,"[0, 0]",0
51,SNS,,,,215,,0
